"sound.files","selec","start","end","bottom.freq","top.freq","sound.id","marker","row","transect","distance","habitat.type","reference","blur.ratio","spectrum.blur.ratio","excess.attenuation","envelope.correlation","spectrum.correlation","signal.to.noise.ratio","tail.to.noise.ratio","tail.to.signal.ratio","cross.correlation"
"ZOOM0007_Tr1.WAV_156",1,0.1,0.200022675736895,2.8,3.2,"0.1_pure.tone_no.am_no.harm.wav_35-156","start_marker",9776,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_156-1",0.0303217990134171,0.0147225226495794,17.3454051508278,0.972755274125619,0.988921265928391,27.4533837296175,12.3550021822938,-19.251145293768,0.988038819431657
"ZOOM0007_Tr1.WAV_157",1,0.1,0.200022675736994,0.8,1.2,"0.1_pure.tone_no.am_no.harm.wav_36-157","start_marker",9777,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_157-1",0.0432160710462239,0.0225130574929744,7.08519533944084,0.949901544547685,0.988412986273398,17.0386762062544,10.5000517909332,-7.52653816721961,0.98243018222041
"ZOOM0007_Tr1.WAV_158",1,0.1,0.200022675736909,2.3,2.7,"0.1_pure.tone_no.am_no.harm.wav_37-158","start_marker",9778,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_158-1",0.0491377935809926,0.09600588396891,17.8881486365552,0.924560835101901,0.999074901470687,19.3852832378143,2.17175629976285,-20.385763639651,0.975720752489045
"ZOOM0007_Tr1.WAV_159",1,0.1,0.200022675736994,6.8,7.2,"0.1_pure.tone_no.am_no.harm.wav_38-159","start_marker",9779,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_159-1",0.0454750023910839,0.0119641537061443,12.7474387307238,0.944000174513167,0.999925633555131,24.930675612576,9.4067992611219,-19.2917679564192,0.990289368137201
"ZOOM0007_Tr1.WAV_160",1,0.1,0.200022675737009,0.3,0.7,"0.1_pure.tone_no.am_no.harm.wav_39-160","start_marker",9780,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_160-1",0.0276366715867516,0.277820917521313,19.0719701640397,0.971610364687838,0.979227520250189,33.9208752880088,5.79595575425052,-33.4938785198397,0.992897634396611
"ZOOM0007_Tr1.WAV_161",1,0.1,0.200022675736895,4.3,4.7,"0.1_pure.tone_no.am_no.harm.wav_40-161","start_marker",9781,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_161-1",0.0312573244994884,0.307510765832309,15.5529328439345,0.96006891601808,0.998699675581595,25.2579690346481,10.4302112260039,-18.6261882134238,0.990714006307136
"ZOOM0007_Tr1.WAV_162",1,0.1,0.200022675736994,6.3,6.7,"0.1_pure.tone_no.am_no.harm.wav_41-162","start_marker",9782,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_162-1",0.0274292148567981,0.177607190598273,17.1494814919243,0.9753661649712,0.958853457630676,14.6277691367632,-2.27825728920134,-18.8171030463857,0.99352002308132
"ZOOM0007_Tr1.WAV_163",1,0.1,0.200022675737009,8.3,8.7,"0.1_pure.tone_no.am_no.harm.wav_42-163","start_marker",9783,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_163-1",0.0429211631650642,0.145707503416125,16.3791990496725,0.905383321901687,0.990493253070536,16.8087120129309,3.56154026080807,-15.68988597438,0.982885940711299
"ZOOM0007_Tr1.WAV_164",1,0.1,0.200022675736895,6.3,6.7,"0.1_pure.tone_no.am_no.harm.wav_43-164","start_marker",9784,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_164-1",0.029527847606336,0.346504005306726,17.7923296777162,0.974255498824849,0.978661404494767,23.2206899277762,11.7690001245543,-14.9245173049268,0.993916119358937
"ZOOM0007_Tr1.WAV_165",1,0.1,0.200022675737009,3.3,3.7,"0.1_pure.tone_no.am_no.harm.wav_44-165","start_marker",9785,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_165-1",0.0762831442302888,0.251765161546559,18.0320502583945,0.904262087350984,0.998310615258481,25.8546579798995,21.3673710478102,-8.40773892779686,0.96020309739949
"ZOOM0007_Tr1.WAV_166",1,0.1,0.200022675736895,9.8,10.2,"0.1_pure.tone_no.am_no.harm.wav_45-166","start_marker",9786,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_166-1",0.0275940363988423,0.0450121249212436,16.7028853614726,0.968204817204899,0.853928022194437,18.2296976408808,1.54300795022421,-19.4390148147996,0.978538240050227
"ZOOM0007_Tr1.WAV_167",1,0.1,0.200022675737009,8.8,9.2,"0.1_pure.tone_no.am_no.harm.wav_46-167","start_marker",9787,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_167-1",0.0685601660757253,0.0413254474748558,12.6516313326438,0.868487934917177,0.99948238479837,17.2082020938803,4.79946822172821,-14.9962244862138,0.972788127609685
"ZOOM0007_Tr1.WAV_168",1,0.1,0.200022675736994,7.8,8.2,"0.1_pure.tone_no.am_no.harm.wav_47-168","start_marker",9788,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_168-1",0.0276559409762246,0.0263985923519202,13.5075490674976,0.957833608654585,0.986080248365109,23.7574950640186,4.23552446735306,-23.109452475981,0.987899843833647
"ZOOM0007_Tr1.WAV_169",1,0.1,0.200022675736895,2.8,3.2,"0.1_pure.tone_no.am_no.harm.wav_48-169","start_marker",9789,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_169-1",0.0289901416213009,0.0130312670186,14.9059690687435,0.973989484042158,0.999398055223739,28.3984090124848,15.538630496872,-17.1639227177459,0.992752891387428
"ZOOM0007_Tr1.WAV_170",1,0.1,0.200022675737009,1.8,2.2,"0.1_pure.tone_no.am_no.harm.wav_49-170","start_marker",9790,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_170-1",0.0553268817483927,0.00629003334407888,17.8283145504384,0.909597216569183,0.999877795570703,16.364476793035,1.10482859542065,-17.8544812514465,0.987254509063579
"ZOOM0007_Tr1.WAV_171",1,0.1,0.200022675736895,7.8,8.2,"0.1_pure.tone_no.am_no.harm.wav_50-171","start_marker",9791,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_171-1",0.0299432541429742,0.012256596818217,11.392928981552,0.949762571920097,0.994865788235129,23.0280527010004,1.1487782596631,-25.3636448252295,0.992312422875075
"ZOOM0007_Tr1.WAV_172",1,0.1,0.200022675737009,1.3,1.7,"0.1_pure.tone_no.am_no.harm.wav_51-172","start_marker",9792,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_172-1",0.0257020222752647,0.152513441940404,18.6287892507318,0.981880438046113,0.99980212043574,21.9085280650062,4.29320858509712,-21.7534930397459,0.989281747011579
"ZOOM0007_Tr1.WAV_173",1,0.1,0.200022675736994,4.3,4.7,"0.1_pure.tone_no.am_no.harm.wav_52-173","start_marker",9793,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_173-1",0.0467024193224931,0.285285864078057,12.919024122634,0.92311072767569,0.998163645044846,23.4745486308613,10.2024323798183,-16.8792390025954,0.987235498881466
"ZOOM0007_Tr1.WAV_174",1,0.1,0.200022675736895,8.8,9.2,"0.1_pure.tone_no.am_no.harm.wav_53-174","start_marker",9794,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_174-1",0.0480685187891692,0.0384082798900435,13.2774890131908,0.9195475515969,0.945237228547968,18.3058819728949,4.07200543234253,-16.9902672724784,0.985476906816248
"ZOOM0007_Tr1.WAV_175",1,0.1,0.200022675736994,3.8,4.2,"0.1_pure.tone_no.am_no.harm.wav_54-175","start_marker",9795,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_175-1",0.0892025608853078,0.0511239142252456,16.3359251170248,0.72367059612555,0.99828715212805,22.5576739457862,16.9790426373467,-8.99253102019878,0.919205162620595
"ZOOM0007_Tr1.WAV_176",1,0.1,0.200022675736994,5.8,6.2,"0.1_pure.tone_no.am_no.harm.wav_55-176","start_marker",9796,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_176-1",0.0200499627715224,0.0279728980736085,12.2861109519426,0.984228856602197,0.999346735139419,11.0432243136844,-3.59178297079545,-16.5542859252236,0.991464598062105
"ZOOM0007_Tr1.WAV_177",1,0.1,0.200022675736909,1.8,2.2,"0.1_pure.tone_no.am_no.harm.wav_56-177","start_marker",9797,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_177-1",0.0614234000032993,0.011392197208467,17.4326902204023,0.887156529657644,0.999978162397232,23.780762403435,7.79740949826536,-19.5787990915221,0.984768901127627
"ZOOM0007_Tr1.WAV_178",1,0.1,0.200022675736994,6.3,6.7,"0.1_pure.tone_no.am_no.harm.wav_57-178","start_marker",9798,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_178-1",0.034997457912623,0.141477655569198,13.783986361556,0.960066817423185,0.995960653401297,25.3345051419703,16.3492253990394,-12.815473469074,0.993600134287229
"ZOOM0007_Tr1.WAV_179",1,0.1,0.200022675736909,1.8,2.2,"0.1_pure.tone_no.am_no.harm.wav_58-179","start_marker",9799,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_179-1",0.0580439508475137,0.0080501720201745,18.1181926825418,0.89767571753493,0.999156125786746,21.4309744188326,6.08714774245305,-18.7130028141053,0.985661302342
"ZOOM0007_Tr1.WAV_180",1,0.1,0.200022675736994,7.3,7.7,"0.1_pure.tone_no.am_no.harm.wav_59-180","start_marker",9800,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_180-1",0.0325802584679204,0.0641074870431395,12.1362589499606,0.953197481140025,0.976973298184293,22.4728166315798,2.42273691796128,-23.425002458312,0.986117899284368
"ZOOM0007_Tr1.WAV_181",1,0.1,0.200022675736994,3.8,4.2,"0.1_pure.tone_no.am_no.harm.wav_60-181","start_marker",9801,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_181-1",0.0872955228160353,0.0456856252879853,15.225873155348,0.729470758710624,0.999544695490203,19.3948100014899,13.3841263226498,-8.81010628256993,0.943309966461659
"ZOOM0007_Tr1.WAV_182",1,0.1,0.300022675736903,7.875,8.805,"0.2_BB_no.am_no.harm.wav_1-182","start_marker",9802,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_182-1",0.0450782286811434,0.0386664217458673,14.4457935662899,0.960606623566921,0.999927303047563,20.3929884328451,5.63372513002454,-17.861251479124,0.887784112685483
"ZOOM0007_Tr1.WAV_183",1,0.1,0.300022675737003,3.208,4.069,"0.2_BB_no.am_no.harm.wav_2-183","start_marker",9803,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_183-1",0.0593895883694559,0.0976755889897927,14.4391025568945,0.923277306989608,0.998214117025817,32.1879966567468,20.8333616339575,-16.2187875014487,0.861242177663318
"ZOOM0007_Tr1.WAV_184",1,0.1,0.300022675736903,0.422,1.223,"0.2_BB_no.am_no.harm.wav_3-184","start_marker",9804,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_184-1",0.112596925133832,0.123969719709595,14.1636554208892,0.760074674930167,0.986513591406108,20.2140140517687,14.1693267392275,-9.29832948386657,0.856677664073446
"ZOOM0007_Tr1.WAV_185",1,0.1,0.300022675737003,6.905,7.917,"0.2_BB_no.am_no.harm.wav_4-185","start_marker",9805,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_185-1",0.0725777819180087,0.0803966705458032,11.259139079463,0.917941815582088,0.996648799057754,21.361369620179,5.79485550506648,-18.7840908242856,0.850321833941207
"ZOOM0007_Tr1.WAV_186",1,0.1,0.300022675737003,8.417,9.416,"0.2_BB_no.am_no.harm.wav_5-186","start_marker",9806,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_186-1",0.0836617374032061,0.0808622198951865,15.9489138165408,0.885750942535129,0.991106072828761,10.3231304598635,-9.42501652821019,-21.3093588825921,0.854618861259482
"ZOOM0007_Tr1.WAV_187",1,0.1,0.300022675736903,4.171,4.839,"0.2_BB_no.am_no.harm.wav_6-187","start_marker",9807,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_187-1",0.107921989290495,0.0657095592885673,11.8890657831393,0.77421385148467,0.998513699230872,25.8611503822671,12.6518602709115,-17.1218639546282,0.823984620328838
"ZOOM0007_Tr1.WAV_188",1,0.1,0.300022675737003,2.097,2.961,"0.2_BB_no.am_no.harm.wav_7-188","start_marker",9808,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_188-1",0.0975472043405875,0.0529271367054509,13.9700331608809,0.879605809442604,0.999524020653061,27.2854443654735,18.9958247564805,-12.3858650542331,0.881407515251571
"ZOOM0007_Tr1.WAV_189",1,0.1,0.300022675736903,9.181,10.033,"0.2_BB_no.am_no.harm.wav_8-189","start_marker",9809,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_189-1",0.0551005149788091,0.0874230249300502,7.52120867614259,0.916607987899898,0.9953533259372,26.3935367885334,7.5636269493201,-22.8168332624943,0.880017006166676
"ZOOM0007_Tr1.WAV_190",1,0.1,0.300022675736903,1.849,2.506,"0.2_BB_no.am_no.harm.wav_9-190","start_marker",9810,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_190-1",0.0908270638303307,0.0633319251999874,15.4904889078931,0.820326821707301,0.916118137045071,17.7822378682187,4.12841510328293,-16.4201223747235,0.769728172966976
"ZOOM0007_Tr1.WAV_191",1,0.1,0.300022675737003,5.632,6.83,"0.2_BB_no.am_no.harm.wav_10-191","start_marker",9811,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_191-1",0.115225927994373,0.0892157481834756,8.02136373030844,0.754743587748126,0.807412793610767,20.6414126081282,13.2678383332818,-10.4845252481973,0.81201425073998
"ZOOM0007_Tr1.WAV_192",1,0.1,0.300022675736903,1.474,2.55,"0.2_BB_no.am_no.harm.wav_11-192","start_marker",9812,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_192-1",0.0788833099778594,0.0895495926006448,15.2246291837077,0.87703539378486,0.998236752945357,19.6430007361339,3.17126159870788,-19.8675070053467,0.84138924800985
"ZOOM0007_Tr1.WAV_193",1,0.1,0.300022675737003,9.598,10.233,"0.2_BB_no.am_no.harm.wav_12-193","start_marker",9813,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_193-1",0.082860793676647,0.0980413914124441,8.61333263524574,0.933652190357251,0.960959823255129,27.591845518068,13.0230183861755,-18.7385608796916,0.85746421869524
"ZOOM0007_Tr1.WAV_194",1,0.1,0.300022675737003,7.317,8.141,"0.2_BB_no.am_no.harm.wav_13-194","start_marker",9814,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_194-1",0.0732521637954916,0.11472301798313,9.51848418759861,0.894460208236995,0.999171358436307,33.4620352322084,18.526338466001,-19.9924148138857,0.854550175549527
"ZOOM0007_Tr1.WAV_195",1,0.1,0.300022675736903,0.1,0.81,"0.2_BB_no.am_no.harm.wav_14-195","start_marker",9815,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_195-1",0.0969366056326959,0.168957775822984,16.5030863763532,0.903275316469335,-0.0554876274872002,9.86430216287786,-0.56905685046938,-12.1731463038569,0.808739413661941
"ZOOM0007_Tr1.WAV_196",1,0.1,0.300022675737003,5.396,6.152,"0.2_BB_no.am_no.harm.wav_15-196","start_marker",9816,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_196-1",0.113080685503831,0.116249064585565,4.94539932196456,0.786281537854591,0.882353914120896,28.9320261363469,20.1297659077819,-13.1729319793063,0.722762545840288
"ZOOM0007_Tr1.WAV_197",1,0.1,0.300022675736903,9.435,10.377,"0.2_BB_no.am_no.harm.wav_16-197","start_marker",9817,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_197-1",0.042502672219721,0.0612707499255922,5.26150381222735,0.946604725571175,0.999686097440361,32.9851158390814,12.5641048603176,-25.40737638406,0.928064090470103
"ZOOM0007_Tr1.WAV_198",1,0.1,0.300022675737003,1.23,2.525,"0.2_BB_no.am_no.harm.wav_17-198","start_marker",9818,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_198-1",0.0646035680123779,0.0970704527654815,14.5336796226944,0.934493221224784,0.895522479221574,2.30556555366246,-8.41223349682365,-11.1289968209916,0.837504164395179
"ZOOM0007_Tr1.WAV_199",1,0.1,0.300022675737003,0.836,1.646,"0.2_BB_no.am_no.harm.wav_18-199","start_marker",9819,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_199-1",0.0820365198516668,0.0827343774981035,17.007053524988,0.878380299304135,0.998750562636723,5.79594786334086,-10.3292661433166,-17.4586071157724,0.835734078246266
"ZOOM0007_Tr1.WAV_200",1,0.1,0.300022675736903,5.718,7.372,"0.2_BB_no.am_no.harm.wav_19-200","start_marker",9820,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_200-1",0.117964610615685,0.0682140322584,10.394810605119,0.806115786347423,0.975380011785426,28.0189681040552,17.3923975706093,-14.8991995648304,0.799039994533892
"ZOOM0007_Tr1.WAV_201",1,0.1,0.300022675737003,4.792,5.287,"0.2_BB_no.am_no.harm.wav_20-201","start_marker",9821,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_201-1",0.110099990103971,0.0629622977707076,14.3277138499314,0.843748940795706,0.971788531039205,31.7020670348452,15.0227647622043,-21.4670071564164,0.831345954406573
"ZOOM0007_Tr1.WAV_202",1,0.1,0.300022675737003,2.461,3.506,"0.2_BB_no.am_no.harm.wav_21-202","start_marker",9822,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_202-1",0.12204863102614,0.105566396396478,15.7622185269621,0.929585038734129,0.0186788468291752,32.4445021766402,12.132265758165,-25.216373205903,0.821091144699638
"ZOOM0007_Tr1.WAV_203",1,0.1,0.300022675736889,0.365,1.098,"0.2_BB_no.am_no.harm.wav_22-203","start_marker",9823,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_203-1",0.13334639303737,0.075539290989712,13.7408194203134,0.699477936498413,0.992925526178213,23.347331825099,14.0516442626451,-13.359911776097,0.877164225310946
"ZOOM0007_Tr1.WAV_204",1,0.1,0.300022675736989,7.176,7.777,"0.2_BB_no.am_no.harm.wav_23-204","start_marker",9824,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_204-1",0.0644092609270219,0.0452692043219203,10.5936457431312,0.929090619172292,0.994823785158007,31.2443688437619,15.4767463396945,-20.4914562612047,0.864650379300257
"ZOOM0007_Tr1.WAV_205",1,0.1,0.300022675736889,3.654,5,"0.2_BB_no.am_no.harm.wav_24-205","start_marker",9825,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_205-1",0.0740621817366027,0.108561416521986,16.3499253405538,0.831871292415871,0.969350025117773,32.8553743273067,21.0642618134988,-16.7617916979449,0.86381821862185
"ZOOM0007_Tr1.WAV_206",1,0.1,0.300022675736989,8.5,9.652,"0.2_BB_no.am_no.harm.wav_25-206","start_marker",9826,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_206-1",0.0984765760826003,0.11811092901031,12.9525392340942,0.826592988609001,0.886313504315564,20.9851617889155,9.02057325131817,-15.1269598568651,0.872407272454839
"ZOOM0007_Tr1.WAV_207",1,0.1,0.300022675736989,4.933,6.011,"0.2_BB_no.am_no.harm.wav_26-207","start_marker",9827,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_207-1",0.0909230906716956,0.0908273793742883,16.695893986066,0.869441135313841,0.938269906114906,26.1315668857552,9.68203630649822,-20.3972232076591,0.790938143656605
"ZOOM0007_Tr1.WAV_208",1,0.1,0.300022675736889,9.013,10.015,"0.2_BB_no.am_no.harm.wav_27-208","start_marker",9828,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_208-1",0.0928569223570593,0.0788011689633539,13.6373900172789,0.843255826362209,0.993827144121757,24.3766292463039,13.249476956661,-14.8089288810408,0.865591662205169
"ZOOM0007_Tr1.WAV_209",1,0.1,0.300022675736989,3.624,4.12,"0.2_BB_no.am_no.harm.wav_28-209","start_marker",9829,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_209-1",0.0713318798297888,0.126107328252298,17.1919981756155,0.937871207155927,0.999156912344338,34.1359902901137,21.3007629509012,-17.9980578145723,0.828771243225738
"ZOOM0007_Tr1.WAV_210",1,0.1,0.300022675736889,5.027,5.695,"0.2_BB_no.am_no.harm.wav_29-210","start_marker",9830,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_210-1",0.0625256114302666,0.0505112201553915,16.9249681481876,0.946651537581989,0.996995959034789,15.8285223871515,-0.0850086596766887,-18.3077784637182,0.814102409456196
"ZOOM0007_Tr1.WAV_211",1,0.1,0.300022675737003,4.788,5.593,"0.2_BB_no.am_no.harm.wav_30-211","start_marker",9831,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_211-1",0.0909218952557809,0.0517878390878984,16.0632881602404,0.894662852624433,0.999374829099952,17.8798150421119,5.05781095605462,-15.531631060972,0.815324461532067
"ZOOM0007_Tr1.WAV_212",1,0.1,0.300022675737003,8.076,9.5,"0.2_BB_no.am_no.harm.wav_31-212","start_marker",9832,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_212-1",0.138612197596382,0.10739058191264,16.7659850146347,0.864615599527444,0.616077816930582,38.2888671858018,19.9007171934368,-24.1883568371999,0.840620554928903
"ZOOM0007_Tr1.WAV_213",1,0.1,0.300022675736903,3.158,4.333,"0.2_BB_no.am_no.harm.wav_32-213","start_marker",9833,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_213-1",0.0800367772613466,0.0774740896938384,15.5848952266706,0.871503556031223,0.995309581024182,32.321113181074,16.1670127975495,-21.045623607338,0.889318238081426
"ZOOM0007_Tr1.WAV_214",1,0.1,0.300022675737003,5.941,7.32,"0.2_BB_no.am_no.harm.wav_33-214","start_marker",9834,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_214-1",0.0885709159235264,0.106715193047193,12.3208975220559,0.888970553028142,0.998581000665089,15.3302911288617,-0.771840511832456,-18.3719576604027,0.774768542753556
"ZOOM0007_Tr1.WAV_215",1,0.1,0.300022675737003,6.838,7.5,"0.2_BB_no.am_no.harm.wav_34-215","start_marker",9835,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_215-1",0.0751325899020844,0.047890268388858,9.28949626076361,0.857009968029321,0.999260959338992,15.0901665392951,-4.66413730261139,-22.0204919371156,0.924974321110048
"ZOOM0007_Tr1.WAV_216",1,0.1,0.300022675737003,2.66,3.141,"0.2_BB_no.am_no.harm.wav_35-216","start_marker",9836,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_216-1",0.0836404690407757,0.0763699915981284,15.1761270259325,0.903408169251225,0.99531841372818,37.0267888023447,20.6046817760655,-22.0213689075268,0.856782628444792
"ZOOM0007_Tr1.WAV_217",1,0.1,0.300022675737003,1,2.164,"0.2_BB_no.am_no.harm.wav_36-217","start_marker",9837,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_217-1",0.0801751951983039,0.107879834213891,14.8836458256974,0.884467245676381,0.926253071461228,20.3443355977764,8.4314600924567,-15.1176058271295,0.826016460392954
"ZOOM0007_Tr1.WAV_218",1,0.1,0.300022675736903,2.077,2.5,"0.2_BB_no.am_no.harm.wav_37-218","start_marker",9838,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_218-1",0.055274891079865,0.0549242251643969,14.9141902979011,0.916514564410398,0.999473818306724,16.7876258508392,0.548095621153566,-18.7916091242276,0.85026542990912
"ZOOM0007_Tr1.WAV_219",1,0.1,0.300022675737003,6.752,7.606,"0.2_BB_no.am_no.harm.wav_38-219","start_marker",9839,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_219-1",0.0894220858774924,0.124376508740273,8.82759628788974,0.868335094861164,0.993985949113889,27.3930691944834,14.2597721486127,-17.2681083954804,0.816932282504936
"ZOOM0007_Tr1.WAV_220",1,0.1,0.300022675737003,0.5,1.555,"0.2_BB_no.am_no.harm.wav_39-220","start_marker",9840,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_220-1",0.0696643491017216,0.143026916199783,17.2129405731466,0.886161504880037,0.99973050186679,18.2007630452052,8.22948478121209,-12.9752907086721,0.875856175164519
"ZOOM0007_Tr1.WAV_221",1,0.1,0.300022675736903,4.209,4.815,"0.2_BB_no.am_no.harm.wav_40-221","start_marker",9841,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_221-1",0.103176728262228,0.108869796103212,13.2222150513727,0.896583712149723,0.987585519167397,28.576428221087,15.849951436781,-17.0508424188985,0.851075098729888
"ZOOM0007_Tr1.WAV_222",1,0.1,0.300022675737003,5.764,6.869,"0.2_BB_no.am_no.harm.wav_41-222","start_marker",9842,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_222-1",0.0726941904717328,0.0760964385108334,13.0167086401998,0.934672707075592,0.993512548471138,7.7611045462822,-7.44010615277323,-16.3641167246769,0.757307400458634
"ZOOM0007_Tr1.WAV_223",1,0.1,0.300022675736903,7.989,9.542,"0.2_BB_no.am_no.harm.wav_42-223","start_marker",9843,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_223-1",0.117668978920216,0.11874074578532,18.5897944398032,0.772150715425886,0.795629676873702,11.8772837033319,-7.45174049445176,-21.1283171599338,0.845440932859453
"ZOOM0007_Tr1.WAV_224",1,0.1,0.300022675737003,5.973,6.905,"0.2_BB_no.am_no.harm.wav_43-224","start_marker",9844,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_224-1",0.0463938200024659,0.0461588734994473,13.8314697303576,0.950362099599289,0.987227754709335,22.8239596942155,14.4387486895471,-11.8282665829457,0.76972320220488
"ZOOM0007_Tr1.WAV_225",1,0.1,0.300022675737003,3.013,3.733,"0.2_BB_no.am_no.harm.wav_44-225","start_marker",9845,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_225-1",0.0736485225850184,0.0710323923947035,16.9726142856441,0.898612965067532,0.997136603559445,32.0787569198722,20.6192858002794,-16.3098047263222,0.907873332059479
"ZOOM0007_Tr1.WAV_226",1,0.1,0.300022675736903,9.733,10.857,"0.2_BB_no.am_no.harm.wav_45-226","start_marker",9846,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_226-1",0.10019300509708,0.116376468965098,12.2800716046194,0.939449144131736,0.990802265645088,22.0679393033998,-2.05766716991346,-27.4662594704355,0.841497643916979
"ZOOM0007_Tr1.WAV_227",1,0.1,0.300022675737003,8.284,9.321,"0.2_BB_no.am_no.harm.wav_46-227","start_marker",9847,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_227-1",0.135418924430178,0.11333931791505,16.5031930339719,0.839619630794527,0.607255815441623,34.2966761612938,14.7678971104481,-24.7181586069881,0.844359133232348
"ZOOM0007_Tr1.WAV_228",1,0.1,0.300022675736903,8,8.539,"0.2_BB_no.am_no.harm.wav_47-228","start_marker",9848,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_228-1",0.063665499321567,0.0636228561943301,14.4841790686702,0.947481088280592,0.989545695735216,29.2473309484214,10.3364441730788,-23.33321023259,0.912896500381005
"ZOOM0007_Tr1.WAV_229",1,0.1,0.300022675736903,2.366,3.388,"0.2_BB_no.am_no.harm.wav_48-229","start_marker",9849,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_229-1",0.0908538409691912,0.0904953129283287,15.833271345429,0.866622973817154,0.944113843203479,34.4852513413522,20.0558833373832,-19.6397770471845,0.849323213739669
"ZOOM0007_Tr1.WAV_230",1,0.1,0.300022675737003,1.048,2.28,"0.2_BB_no.am_no.harm.wav_49-230","start_marker",9850,"secondary-3",10,"secondary","ZOOM0013_Tr1.WAV_230-1",0.08146898495569,0.0765760341074548,15.1888705079933,0.877776830158603,0.999320533802922,20.9428913026075,4.4630809049038,-19.6678088254975,0.827083107813827
