"sound.files","selec","start","end","bottom.freq","top.freq","sound.id","marker","row","transect","distance","habitat.type","reference","blur.ratio","spectrum.blur.ratio","excess.attenuation","envelope.correlation","spectrum.correlation","signal.to.noise.ratio","tail.to.noise.ratio","tail.to.signal.ratio","cross.correlation","peak.frequency"
"ZOOM0001_Tr1.WAV_20",1,0.1,0.30002267573696,5.718,7.372,"0.2_BB_am_no.harm.wav_19-20","start_marker",20,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_20-1",0.148548075217603,0.153332380454308,15.4962541935993,0.727023131548987,0.959101360453547,9.00983302699273,1.95534230663984,-8.44679401928337,0.725190968133513,7.18366380774457
"ZOOM0001_Tr1.WAV_21",1,0.1,0.30002267573696,4.792,5.287,"0.2_BB_am_no.harm.wav_20-21","start_marker",21,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_21-1",0.135031642471341,0.0525966939692216,17.0637540133358,0.840680138604625,0.999199093479981,19.814879439693,6.40120218426056,-16.4051734934524,0.828442200357588,5.01332120028409
"ZOOM0001_Tr1.WAV_22",1,0.1,0.30002267573696,2.461,3.506,"0.2_BB_am_no.harm.wav_21-22","start_marker",22,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_22-1",0.0452007425271132,0.0929438774216076,20.5350650861882,0.989971400266939,0.967714455565461,33.7878642622323,15.0640446544406,-23.8317351020882,0.880494294292749,3.45067452291255
"ZOOM0001_Tr1.WAV_23",1,0.1,0.30002267573696,0.365,1.098,"0.2_BB_am_no.harm.wav_22-23","start_marker",23,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_23-1",0.196740300614583,0.274801198190994,20.3351524752813,0.705867466535895,0.99271775446929,31.7004332665826,16.0632365884996,-20.4761587276137,0.862557802254612,0.802856541810771
"ZOOM0001_Tr1.WAV_24",1,0.1,0.30002267573696,7.176,7.777,"0.2_BB_am_no.harm.wav_23-24","start_marker",24,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_24-1",0.194273227192382,0.174388183353608,11.3378896499953,0.569658698231708,0.983152940499518,11.535539122864,4.21255838676521,-9.11610112958648,0.770076422783162,7.31388436419219
"ZOOM0001_Tr1.WAV_25",1,0.1,0.300022675736967,3.654,5,"0.2_BB_am_no.harm.wav_24-25","start_marker",25,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_25-1",0.0978995405006298,0.103333512789458,21.1492534010153,0.865573449879428,0.993857292151695,25.2559680155471,13.0925289078747,-15.9656303455778,0.858871448842034,4.579252678792
"ZOOM0001_Tr1.WAV_26",1,0.1,0.300022675736967,8.5,9.652,"0.2_BB_am_no.harm.wav_25-26","start_marker",26,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_26-1",0.197319050419021,0.162815128275622,13.6934016757516,0.528209982717695,0.564674273594202,16.114988996868,10.0566787799446,-8.48261174399643,0.699570259439826,8.87653104156374
"ZOOM0001_Tr1.WAV_27",1,0.1,0.30002267573696,4.933,6.011,"0.2_BB_am_no.harm.wav_26-27","start_marker",27,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_27-1",0.145067489589192,0.199525200236645,19.2224487262775,0.736004533428987,0.868300179007576,15.9129733726397,2.47243656574612,-15.8404230722869,0.799149173344727,5.4907965739254
"ZOOM0001_Tr1.WAV_28",1,0.1,0.30002267573696,9.013,10.015,"0.2_BB_am_no.harm.wav_27-28","start_marker",28,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_28-1",0.202277074679217,0.288067333384112,14.9219677362446,0.326774438910919,0.44133158982628,3.02133145576745,1.3060706494986,-2.14973338005218,0.530786137817093,9.44082011950346
"ZOOM0001_Tr1.WAV_29",1,0.1,0.30002267573696,3.624,4.12,"0.2_BB_am_no.harm.wav_28-29","start_marker",29,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_29-1",0.121720471298542,0.176024904467212,18.8143843229502,0.849283225357664,0.951356937552054,29.5750595174503,16.4499965163301,-17.593609020163,0.85887067875547,3.84133619225544
"ZOOM0001_Tr1.WAV_30",1,0.1,0.30002267573696,5.027,5.695,"0.2_BB_am_no.harm.wav_29-30","start_marker",30,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_30-1",0.110503286363845,0.119165328136751,15.9950223986463,0.844338381119674,0.990268792178897,13.5134778476968,-0.593999098623597,-16.1483552746224,0.793475764881781,5.10013490458251
"ZOOM0001_Tr1.WAV_31",1,0.1,0.30002267573696,4.788,5.593,"0.2_BB_am_no.harm.wav_30-31","start_marker",31,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_31-1",0.119396645649478,0.152423324917614,18.6227271258798,0.863632722293892,0.994560615837462,13.3344285775621,6.81106691984963,-8.51622392357634,0.855078538070371,5.44738972177619
"ZOOM0001_Tr1.WAV_32",1,0.1,0.300022675736967,8.076,9.5,"0.2_BB_am_no.harm.wav_31-32","start_marker",32,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_32-1",0.152155131643114,0.156895296088316,15.5659066731036,0.676383909648586,0.643351407129058,15.642268911598,2.8034413006549,-15.2171954471445,0.689767995982055,8.52927622437006
"ZOOM0001_Tr1.WAV_33",1,0.1,0.300022675737003,3.158,4.333,"0.2_BB_am_no.harm.wav_32-33","start_marker",33,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_33-1",0.106165520034488,0.110817558989555,18.9708082366654,0.82900599229302,0.969203138279924,28.9136185886557,18.9476027218891,-14.3341690699484,0.87469821367402,3.40726767076334
"ZOOM0001_Tr1.WAV_34",1,0.1,0.300022675736896,5.941,7.32,"0.2_BB_am_no.harm.wav_33-34","start_marker",34,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_34-1",0.109742756711502,0.119433649863111,12.5264268397083,0.880911023550699,0.995136201954836,12.7194582226383,0.664900581323438,-13.9761605832443,0.797175112439045,7.01003639914773
"ZOOM0001_Tr1.WAV_35",1,0.1,0.300022675736996,6.838,7.5,"0.2_BB_am_no.harm.wav_34-35","start_marker",35,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_35-1",0.116773813864839,0.123901734265662,17.5761664625632,0.812707000709928,0.998335035859675,17.2788083922638,2.91550025409203,-17.0020471611086,0.847143620847581,7.01003639914773
"ZOOM0001_Tr1.WAV_36",1,0.1,0.300022675736996,2.66,3.141,"0.2_BB_am_no.harm.wav_35-36","start_marker",36,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_36-1",0.0561618854467266,0.051381762417187,17.9325750631438,0.969596737244131,0.999980848350232,35.9861733380368,19.7906367898627,-21.6389907799893,0.917460983139167,2.92979229712204
"ZOOM0001_Tr1.WAV_37",1,0.1,0.300022675736896,1,2.164,"0.2_BB_am_no.harm.wav_36-37","start_marker",37,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_37-1",0.11464233275108,0.1389812399071,17.9023434818294,0.88404694790791,0.902858876830772,25.868484849882,11.2826759361114,-18.5339232973044,0.873122584612996,1.8446209933918
"ZOOM0001_Tr1.WAV_38",1,0.1,0.300022675736996,2.077,2.5,"0.2_BB_am_no.harm.wav_37-38","start_marker",38,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_38-1",0.0840000130035352,0.01092462091319,19.4370165759048,0.934046702223298,0.97722115012709,20.9990829066244,4.83039288843956,-19.3428682167501,0.904230691382193,2.23528266273468
"ZOOM0001_Tr1.WAV_39",1,0.1,0.300022675736896,6.752,7.606,"0.2_BB_am_no.harm.wav_38-39","start_marker",39,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_39-1",0.103750403690237,0.155008098004096,13.5787990500174,0.887425618923036,0.997288268568936,18.6377886888038,6.65467446500895,-14.8145332520248,0.800057158690721,7.14025695559536
"ZOOM0001_Tr1.WAV_40",1,0.1,0.300022675736996,0.5,1.555,"0.2_BB_am_no.harm.wav_39-40","start_marker",40,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_40-1",0.0821960949027811,0.0434882284959637,19.394816476446,0.892301684964941,0.994322508014919,27.6646717189406,21.8011811235578,-9.96201454851642,0.874510025534066,1.45395932404891
"ZOOM0001_Tr1.WAV_41",1,0.1,0.300022675736996,4.209,4.815,"0.2_BB_am_no.harm.wav_40-41","start_marker",41,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_41-1",0.0976317534484876,0.142793132944634,20.0514135438498,0.930445465447398,0.945321390563143,24.9330468854424,10.3415861845059,-18.3610850817857,0.874581379451838,4.53584582664279
"ZOOM0001_Tr1.WAV_42",1,0.1,0.300022675736889,5.764,6.869,"0.2_BB_am_no.harm.wav_41-42","start_marker",42,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_42-1",0.0929938074750006,0.0958039113482583,11.568868832401,0.922588766759971,0.999493045569685,3.93940078767945,-5.8114797286308,-10.4057991900967,0.783437204511346,6.18530620831275
"ZOOM0001_Tr1.WAV_43",1,0.1,0.300022675737003,7.989,9.542,"0.2_BB_am_no.harm.wav_42-43","start_marker",43,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_43-1",0.171069480774612,0.220378891741673,21.5759367286881,0.600664810701361,0.685605251969225,7.59680076312435,1.85165185584547,-6.93782262214564,0.66172125709503,8.61608992866848
"ZOOM0001_Tr1.WAV_44",1,0.1,0.300022675736903,5.973,6.905,"0.2_BB_am_no.harm.wav_43-44","start_marker",44,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_44-1",0.0983344495398455,0.101160367768518,16.3181301136327,0.889990400544574,0.987302489443509,12.4038192881743,4.36568415740461,-9.91917529723251,0.806579305910181,6.05508565186512
"ZOOM0001_Tr1.WAV_45",1,0.1,0.300022675737003,3.013,3.733,"0.2_BB_am_no.harm.wav_44-45","start_marker",45,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_45-1",0.0736130791452845,0.138125736823141,19.4804654276655,0.930052439252896,0.99593079999783,28.741359037414,16.6176357574713,-16.4671544033791,0.919543077574038,3.58089507936018
"ZOOM0001_Tr1.WAV_46",1,0.1,0.300022675737003,9.733,10.857,"0.2_BB_am_no.harm.wav_45-46","start_marker",46,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_46-1",0.227077710464123,0.136949957625575,15.9454473138163,0.582382633449333,0.940726714097162,3.29753142734085,1.3880196332197,-2.353093874755,0.723666301558415,9.83148178884634
"ZOOM0001_Tr1.WAV_47",1,0.1,0.300022675736903,8.284,9.321,"0.2_BB_am_no.harm.wav_46-47","start_marker",47,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_47-1",0.140769308204472,0.13215695626813,15.7470523581764,0.800088308654605,0.771183206867465,12.9964191088245,0.370079981411978,-14.5829118906085,0.729466706282618,8.7029036329669
"ZOOM0001_Tr1.WAV_48",1,0.1,0.300022675737003,8,8.539,"0.2_BB_am_no.harm.wav_47-48","start_marker",48,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_48-1",0.213924234641225,0.238243916652949,16.0109645713623,0.453284070513793,0.917446982269785,10.1190901344715,1.77163919334034,-9.83569998203248,0.801912490196061,8.52927622437006
"ZOOM0001_Tr1.WAV_49",1,0.1,0.300022675737003,2.366,3.388,"0.2_BB_am_no.harm.wav_48-49","start_marker",49,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_49-1",0.0597623103767353,0.0774130230889749,18.9053762248452,0.95734712076491,0.998550280788345,36.7020747931531,23.9783222265814,-18.2699531990403,0.900623555936058,2.53913062777915
"ZOOM0001_Tr1.WAV_50",1,0.1,0.300022675737003,1.048,2.28,"0.2_BB_am_no.harm.wav_49-50","start_marker",50,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_50-1",0.0809055223332897,0.0806550488222824,18.190283543767,0.921869767662254,0.99732097683363,26.8095170622414,16.544055177065,-14.2919667874699,0.879035749260218,1.36714561975049
"ZOOM0001_Tr1.WAV_51",1,0.1,0.300022675737003,7.427,8.24,"0.2_BB_am_no.harm.wav_50-51","start_marker",51,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_51-1",0.190469457863931,0.193830383212399,13.4473742483328,0.638626780012819,0.873608023301823,14.9386185689007,4.73589748408678,-12.4393857313463,0.793401523770391,7.83476658998271
"ZOOM0001_Tr1.WAV_52",1,0.1,0.300022675736903,1.396,2.385,"0.2_BB_am_no.harm.wav_51-52","start_marker",52,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_52-1",0.13381615960947,0.133822430460712,19.2104842439424,0.886229251455861,0.99532523762496,32.2967078845193,19.1115892349319,-18.0806874405777,0.929067494054271,1.54077302834733
"ZOOM0001_Tr1.WAV_53",1,0.1,0.300022675737003,3.882,5.129,"0.2_BB_am_no.harm.wav_52-53","start_marker",53,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_53-1",0.0935111759950006,0.0591425416090132,18.0735628092401,0.922738431885337,0.998837265030349,20.5228461117507,7.41531686774794,-16.2172971081208,0.817295150699981,4.18859100944911
"ZOOM0001_Tr1.WAV_54",1,0.1,0.300022675737003,8.618,9.923,"0.2_BB_am_no.harm.wav_53-54","start_marker",54,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_54-1",0.153408822482957,0.225588889341844,14.4238097498789,0.636033599412835,0.976703047085032,9.5360182245355,2.09630960443121,-8.87399834513362,0.636933442704741,8.96334474586215
"ZOOM0001_Tr1.WAV_55",1,0.1,0.300022675736903,3.511,4.562,"0.2_BB_am_no.harm.wav_54-55","start_marker",55,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_55-1",0.0595791068798326,0.0739376584996582,20.008968741754,0.976894143789211,0.993861428474599,26.4477426109075,16.9449161041638,-13.5031191100903,0.881303965420095,4.40562527019516
"ZOOM0001_Tr1.WAV_56",1,0.1,0.300022675737003,4.983,6.01,"0.2_BB_am_no.harm.wav_55-56","start_marker",56,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_56-1",0.161354370453073,0.194015697816365,17.6361372220129,0.827614499732676,0.718488248251251,8.4595592924064,-4.60337340263037,-14.3628385675379,0.788310320312028,5.57761027822381
"ZOOM0001_Tr1.WAV_57",1,0.1,0.300022675736903,1.168,2.06,"0.2_BB_am_no.harm.wav_56-57","start_marker",57,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_57-1",0.11505980278989,0.12414855273135,18.2675058027049,0.838071477471569,0.987305193580296,32.5716205520587,17.7632445179791,-19.6583163215369,0.882968084122895,1.49736617619812
"ZOOM0001_Tr1.WAV_58",1,0.1,0.300022675737003,5.895,6.947,"0.2_BB_am_no.harm.wav_57-58","start_marker",58,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_58-1",0.131624821347708,0.15919952168065,10.8295305608436,0.863134376442309,0.0689552920547736,7.98628296333805,2.1783566819201,-6.9749307300139,0.805804137703934,6.96662954699852
"ZOOM0001_Tr1.WAV_59",1,0.1,0.300022675737003,1.38,2.136,"0.2_BB_am_no.harm.wav_58-59","start_marker",59,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_59-1",0.106477681700846,0.138030545939404,18.4899444476292,0.862667518455087,0.976741223382801,30.9383503653556,17.1391119625844,-18.4923182180895,0.860451249909935,1.71440043694417
"ZOOM0001_Tr1.WAV_60",1,0.1,0.300022675736903,7.021,8.197,"0.2_BB_am_no.harm.wav_59-60","start_marker",60,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_60-1",0.145042747245085,0.16920899067579,14.0362333993342,0.745640540628398,0.893930146057433,16.1506433749423,5.37414410586272,-13.2025758255684,0.766333679658531,7.70454603353508
"ZOOM0001_Tr1.WAV_61",1,0.1,0.300022675737003,3.466,4.218,"0.2_BB_am_no.harm.wav_60-61","start_marker",61,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_61-1",0.10596944588253,0.110665938461732,19.812893816167,0.903619623829018,0.966280886365502,28.8646377153796,14.6942754967976,-18.5273946912397,0.864233665286045,3.53748822721097
"ZOOM0001_Tr1.WAV_62",1,0.1,0.300022675736903,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_1-62","start_marker",62,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_62-1",0.0851353745943345,0.429434375551189,14.7129742635035,0.898374947121295,0.840726411182121,14.6733254780651,1.35341959599445,-15.5236788179271,0.961313181632015,8.57268307651927
"ZOOM0001_Tr1.WAV_63",1,0.1,0.300022675737003,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_2-63","start_marker",63,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_63-1",0.0471762282784281,0.318023943701045,19.2878733197448,0.984589645117315,0.994146009677882,27.8932920163477,12.9577538522539,-19.1480309068135,0.982288138463728,3.53748822721097
"ZOOM0001_Tr1.WAV_64",1,0.1,0.300022675737003,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_3-64","start_marker",64,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_64-1",0.0618254978237323,0.0275522099631377,20.2795114143867,0.964454108571401,0.998246911342139,28.5491556578062,9.74640238427171,-23.7074698272892,0.974901777005561,1.01989080255682
"ZOOM0001_Tr1.WAV_65",1,0.1,0.300022675736903,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_4-65","start_marker",65,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_65-1",0.0600543725413727,0.033536325520653,12.8476300617467,0.967301044297882,0.98514012323642,13.4711649911697,5.85723022564846,-9.60643280667304,0.982371845456839,7.05344325129694
"ZOOM0001_Tr1.WAV_66",1,0.1,0.300022675737003,8.8,9.2,"0.2_pure.tone_am_no.harm.wav_5-66","start_marker",66,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_66-1",0.086479230640086,0.213444166384387,6.63100369720103,0.830962976553259,0.28427337290251,5.1655993662174,-5.66631695873711,-11.4413012212181,0.928452580699973,9.05015845016057
"ZOOM0001_Tr1.WAV_67",1,0.1,0.300022675737003,4.3,4.7,"0.2_pure.tone_am_no.harm.wav_6-67","start_marker",67,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_67-1",0.0761390655253396,0.408317927151774,22.0724734473622,0.939266063887924,0.99990784575662,24.0778175210378,10.9573467183255,-16.7435162392166,0.971581363324237,4.53584582664279
"ZOOM0001_Tr1.WAV_68",1,0.1,0.300022675736889,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_7-68","start_marker",68,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_68-1",0.029176960897458,0.131272713223967,19.4344449837069,0.989300620902252,0.999406224157354,33.8942103277654,18.8899819297548,-20.1710521320042,0.989026705929503,2.53913062777915
"ZOOM0001_Tr1.WAV_69",1,0.1,0.300022675736989,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_8-69","start_marker",69,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_69-1",0.131893857313438,0.64944205687818,5.15895430352534,0.469770626203874,0.40576812103471,2.75342457947437,-4.79507049834416,-7.91047268874696,0.733789677424885,9.57104067595109
"ZOOM0001_Tr1.WAV_70",1,0.1,0.300022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_9-70","start_marker",70,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_70-1",0.0320460024080065,0.189471071227475,19.8669310638571,0.988260620149762,0.999892260825472,32.1048830248037,18.1945087337024,-18.7551928891479,0.987832033658583,2.53913062777915
"ZOOM0001_Tr1.WAV_71",1,0.1,0.300022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_10-71","start_marker",71,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_71-1",0.0950261489409805,0.0999977099364713,15.3650826326942,0.889609420544279,0.983473612125422,13.3204531580778,2.95158489564849,-12.3639739284002,0.947900910450266,6.05508565186512
"ZOOM0001_Tr1.WAV_72",1,0.1,0.300022675737003,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_11-72","start_marker",72,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_72-1",0.0379417002871748,0.19776999418268,20.0765867451995,0.981750588131922,0.987298409725369,30.4822031352359,13.3897580001493,-21.9043401880597,0.993123742281399,1.49736617619812
"ZOOM0001_Tr1.WAV_73",1,0.1,0.300022675736889,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_12-73","start_marker",73,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_73-1",0.131089187685296,0.392962001005697,5.39802811920822,0.564194051726898,0.316089728975135,4.80390134570801,8.5571898245783,3.15973730147866,0.822756441482202,10.0919229017416
"ZOOM0001_Tr1.WAV_74",1,0.1,0.300022675736989,7.8,8.2,"0.2_pure.tone_am_no.harm.wav_13-74","start_marker",74,"primary-1",10,"primary","ZOOM0016_Tr1.WAV_74-1",0.0717525136252743,0.0629494572516892,17.345407701142,0.935405521197386,0.933912847316798,18.4250107969883,5.33815452603233,-15.8964788595669,0.96841186959827,8.05180085072876
