Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	orig.sound.file	sound.id
6.05036281179138	6.25038548752834	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	6.05036281179138	18	Spectrogram 1	1	1230	2525	0.2_BB_am_no.harm.wav_17	0.2_BB_am_no.harm.wav_17-18
6.30038548752834	6.50040816326531	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	6.30038548752834	19	Spectrogram 1	1	836	1646	0.2_BB_am_no.harm.wav_18	0.2_BB_am_no.harm.wav_18-19
6.55040816326531	6.75043083900227	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	6.55040816326531	20	Spectrogram 1	1	5718	7372	0.2_BB_am_no.harm.wav_19	0.2_BB_am_no.harm.wav_19-20
6.80043083900227	7.00045351473923	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	6.80043083900227	21	Spectrogram 1	1	4792	5287	0.2_BB_am_no.harm.wav_20	0.2_BB_am_no.harm.wav_20-21
7.05045351473923	7.25047619047619	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	7.05045351473923	22	Spectrogram 1	1	2461	3506	0.2_BB_am_no.harm.wav_21	0.2_BB_am_no.harm.wav_21-22
7.30047619047619	7.50049886621315	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	7.30047619047619	23	Spectrogram 1	1	365	1098	0.2_BB_am_no.harm.wav_22	0.2_BB_am_no.harm.wav_22-23
7.55049886621315	7.75052154195011	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	7.55049886621315	24	Spectrogram 1	1	7176	7777	0.2_BB_am_no.harm.wav_23	0.2_BB_am_no.harm.wav_23-24
7.80052154195011	8.00054421768708	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	7.80052154195011	25	Spectrogram 1	1	3654	5000	0.2_BB_am_no.harm.wav_24	0.2_BB_am_no.harm.wav_24-25
8.05054421768707	8.25056689342404	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	8.05054421768707	26	Spectrogram 1	1	8500	9652	0.2_BB_am_no.harm.wav_25	0.2_BB_am_no.harm.wav_25-26
8.30056689342404	8.500589569161	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	8.30056689342404	27	Spectrogram 1	1	4933	6011	0.2_BB_am_no.harm.wav_26	0.2_BB_am_no.harm.wav_26-27
8.550589569161	8.75061224489796	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	8.550589569161	28	Spectrogram 1	1	9013	10015	0.2_BB_am_no.harm.wav_27	0.2_BB_am_no.harm.wav_27-28
8.80061224489796	9.00063492063492	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	8.80061224489796	29	Spectrogram 1	1	3624	4120	0.2_BB_am_no.harm.wav_28	0.2_BB_am_no.harm.wav_28-29
9.05063492063492	9.25065759637188	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	9.05063492063492	30	Spectrogram 1	1	5027	5695	0.2_BB_am_no.harm.wav_29	0.2_BB_am_no.harm.wav_29-30
9.30065759637188	9.50068027210884	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	9.30065759637188	31	Spectrogram 1	1	4788	5593	0.2_BB_am_no.harm.wav_30	0.2_BB_am_no.harm.wav_30-31
9.55068027210884	9.75070294784581	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	9.55068027210884	32	Spectrogram 1	1	8076	9500	0.2_BB_am_no.harm.wav_31	0.2_BB_am_no.harm.wav_31-32
9.8007029478458	10.0007256235828	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	9.8007029478458	33	Spectrogram 1	1	3158	4333	0.2_BB_am_no.harm.wav_32	0.2_BB_am_no.harm.wav_32-33
10.0507256235828	10.2507482993197	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	10.0507256235828	34	Spectrogram 1	1	5941	7320	0.2_BB_am_no.harm.wav_33	0.2_BB_am_no.harm.wav_33-34
10.3007482993197	10.5007709750567	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	10.3007482993197	35	Spectrogram 1	1	6838	7500	0.2_BB_am_no.harm.wav_34	0.2_BB_am_no.harm.wav_34-35
10.5507709750567	10.7507936507937	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	10.5507709750567	36	Spectrogram 1	1	2660	3141	0.2_BB_am_no.harm.wav_35	0.2_BB_am_no.harm.wav_35-36
10.8007936507937	11.0008163265306	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	10.8007936507937	37	Spectrogram 1	1	1000	2164	0.2_BB_am_no.harm.wav_36	0.2_BB_am_no.harm.wav_36-37
11.0508163265306	11.2508390022676	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	11.0508163265306	38	Spectrogram 1	1	2077	2500	0.2_BB_am_no.harm.wav_37	0.2_BB_am_no.harm.wav_37-38
11.3008390022676	11.5008616780045	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	11.3008390022676	39	Spectrogram 1	1	6752	7606	0.2_BB_am_no.harm.wav_38	0.2_BB_am_no.harm.wav_38-39
11.5508616780045	11.7508843537415	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	11.5508616780045	40	Spectrogram 1	1	500	1555	0.2_BB_am_no.harm.wav_39	0.2_BB_am_no.harm.wav_39-40
11.8008843537415	12.0009070294785	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	11.8008843537415	41	Spectrogram 1	1	4209	4815	0.2_BB_am_no.harm.wav_40	0.2_BB_am_no.harm.wav_40-41
12.0509070294785	12.2509297052154	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	12.0509070294785	42	Spectrogram 1	1	5764	6869	0.2_BB_am_no.harm.wav_41	0.2_BB_am_no.harm.wav_41-42
12.3009297052154	12.5009523809524	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	12.3009297052154	43	Spectrogram 1	1	7989	9542	0.2_BB_am_no.harm.wav_42	0.2_BB_am_no.harm.wav_42-43
12.5509523809524	12.7509750566893	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	12.5509523809524	44	Spectrogram 1	1	5973	6905	0.2_BB_am_no.harm.wav_43	0.2_BB_am_no.harm.wav_43-44
12.8009750566893	13.0009977324263	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	12.8009750566893	45	Spectrogram 1	1	3013	3733	0.2_BB_am_no.harm.wav_44	0.2_BB_am_no.harm.wav_44-45
13.0509977324263	13.2510204081633	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	13.0509977324263	46	Spectrogram 1	1	9733	10857	0.2_BB_am_no.harm.wav_45	0.2_BB_am_no.harm.wav_45-46
13.3010204081633	13.5010430839002	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	13.3010204081633	47	Spectrogram 1	1	8284	9321	0.2_BB_am_no.harm.wav_46	0.2_BB_am_no.harm.wav_46-47
13.5510430839002	13.7510657596372	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	13.5510430839002	48	Spectrogram 1	1	8000	8539	0.2_BB_am_no.harm.wav_47	0.2_BB_am_no.harm.wav_47-48
13.8010657596372	14.0010884353742	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	13.8010657596372	49	Spectrogram 1	1	2366	3388	0.2_BB_am_no.harm.wav_48	0.2_BB_am_no.harm.wav_48-49
14.0510884353741	14.2511111111111	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	14.0510884353741	50	Spectrogram 1	1	1048	2280	0.2_BB_am_no.harm.wav_49	0.2_BB_am_no.harm.wav_49-50
14.3011111111111	14.5011337868481	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	14.3011111111111	51	Spectrogram 1	1	7427	8240	0.2_BB_am_no.harm.wav_50	0.2_BB_am_no.harm.wav_50-51
14.5511337868481	14.751156462585	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	14.5511337868481	52	Spectrogram 1	1	1396	2385	0.2_BB_am_no.harm.wav_51	0.2_BB_am_no.harm.wav_51-52
14.801156462585	15.001179138322	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	14.801156462585	53	Spectrogram 1	1	3882	5129	0.2_BB_am_no.harm.wav_52	0.2_BB_am_no.harm.wav_52-53
15.051179138322	15.251201814059	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	15.051179138322	54	Spectrogram 1	1	8618	9923	0.2_BB_am_no.harm.wav_53	0.2_BB_am_no.harm.wav_53-54
15.301201814059	15.5012244897959	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	15.301201814059	55	Spectrogram 1	1	3511	4562	0.2_BB_am_no.harm.wav_54	0.2_BB_am_no.harm.wav_54-55
15.5512244897959	15.7512471655329	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	15.5512244897959	56	Spectrogram 1	1	4983	6010	0.2_BB_am_no.harm.wav_55	0.2_BB_am_no.harm.wav_55-56
15.8012471655329	16.0012698412698	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	15.8012471655329	57	Spectrogram 1	1	1168	2060	0.2_BB_am_no.harm.wav_56	0.2_BB_am_no.harm.wav_56-57
16.0512698412698	16.2512925170068	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	16.0512698412698	58	Spectrogram 1	1	5895	6947	0.2_BB_am_no.harm.wav_57	0.2_BB_am_no.harm.wav_57-58
16.3012925170068	16.5013151927438	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	16.3012925170068	59	Spectrogram 1	1	1380	2136	0.2_BB_am_no.harm.wav_58	0.2_BB_am_no.harm.wav_58-59
16.5513151927438	16.7513378684807	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	16.5513151927438	60	Spectrogram 1	1	7021	8197	0.2_BB_am_no.harm.wav_59	0.2_BB_am_no.harm.wav_59-60
16.8013378684807	17.0013605442177	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	16.8013378684807	61	Spectrogram 1	1	3466	4218	0.2_BB_am_no.harm.wav_60	0.2_BB_am_no.harm.wav_60-61
17.0513605442177	17.2513832199546	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	17.0513605442177	62	Spectrogram 1	1	8300	8700	0.2_pure.tone_am_no.harm.wav_1	0.2_pure.tone_am_no.harm.wav_1-62
17.3013832199546	17.5014058956916	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	17.3013832199546	63	Spectrogram 1	1	3300	3700	0.2_pure.tone_am_no.harm.wav_2	0.2_pure.tone_am_no.harm.wav_2-63
17.5514058956916	17.7514285714286	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	17.5514058956916	64	Spectrogram 1	1	800	1200	0.2_pure.tone_am_no.harm.wav_3	0.2_pure.tone_am_no.harm.wav_3-64
17.8014285714286	18.0014512471655	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	17.8014285714286	65	Spectrogram 1	1	6800	7200	0.2_pure.tone_am_no.harm.wav_4	0.2_pure.tone_am_no.harm.wav_4-65
18.0514512471655	18.2514739229025	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	18.0514512471655	66	Spectrogram 1	1	8800	9200	0.2_pure.tone_am_no.harm.wav_5	0.2_pure.tone_am_no.harm.wav_5-66
18.3014739229025	18.5014965986395	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	18.3014739229025	67	Spectrogram 1	1	4300	4700	0.2_pure.tone_am_no.harm.wav_6	0.2_pure.tone_am_no.harm.wav_6-67
18.5514965986395	18.7515192743764	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	18.5514965986395	68	Spectrogram 1	1	2300	2700	0.2_pure.tone_am_no.harm.wav_7	0.2_pure.tone_am_no.harm.wav_7-68
18.8015192743764	19.0015419501134	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	18.8015192743764	69	Spectrogram 1	1	9300	9700	0.2_pure.tone_am_no.harm.wav_8	0.2_pure.tone_am_no.harm.wav_8-69
19.0515419501134	19.2515646258503	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	19.0515419501134	70	Spectrogram 1	1	2300	2700	0.2_pure.tone_am_no.harm.wav_9	0.2_pure.tone_am_no.harm.wav_9-70
19.3015646258503	19.5015873015873	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	19.3015646258503	71	Spectrogram 1	1	5800	6200	0.2_pure.tone_am_no.harm.wav_10	0.2_pure.tone_am_no.harm.wav_10-71
19.5515873015873	19.7516099773243	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	19.5515873015873	72	Spectrogram 1	1	1300	1700	0.2_pure.tone_am_no.harm.wav_11	0.2_pure.tone_am_no.harm.wav_11-72
19.8016099773243	20.0016326530612	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	19.8016099773243	73	Spectrogram 1	1	9800	10200	0.2_pure.tone_am_no.harm.wav_12	0.2_pure.tone_am_no.harm.wav_12-73
20.0516326530612	20.2516553287982	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	20.0516326530612	74	Spectrogram 1	1	7800	8200	0.2_pure.tone_am_no.harm.wav_13	0.2_pure.tone_am_no.harm.wav_13-74
20.3016553287982	20.5016780045351	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	20.3016553287982	75	Spectrogram 1	1	300	700	0.2_pure.tone_am_no.harm.wav_14	0.2_pure.tone_am_no.harm.wav_14-75
20.5516780045351	20.7517006802721	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	20.5516780045351	76	Spectrogram 1	1	5300	5700	0.2_pure.tone_am_no.harm.wav_15	0.2_pure.tone_am_no.harm.wav_15-76
20.8017006802721	21.0017233560091	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	20.8017006802721	77	Spectrogram 1	1	9800	10200	0.2_pure.tone_am_no.harm.wav_16	0.2_pure.tone_am_no.harm.wav_16-77
21.0517233560091	21.251746031746	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	21.0517233560091	78	Spectrogram 1	1	1300	1700	0.2_pure.tone_am_no.harm.wav_17	0.2_pure.tone_am_no.harm.wav_17-78
21.301746031746	21.501768707483	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	21.301746031746	79	Spectrogram 1	1	800	1200	0.2_pure.tone_am_no.harm.wav_18	0.2_pure.tone_am_no.harm.wav_18-79
21.551768707483	21.75179138322	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	21.551768707483	80	Spectrogram 1	1	5800	6200	0.2_pure.tone_am_no.harm.wav_19	0.2_pure.tone_am_no.harm.wav_19-80
21.80179138322	22.0018140589569	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	21.80179138322	81	Spectrogram 1	1	4800	5200	0.2_pure.tone_am_no.harm.wav_20	0.2_pure.tone_am_no.harm.wav_20-81
22.0518140589569	22.2518367346939	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	22.0518140589569	82	Spectrogram 1	1	2800	3200	0.2_pure.tone_am_no.harm.wav_21	0.2_pure.tone_am_no.harm.wav_21-82
22.3018367346939	22.5018594104308	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	22.3018367346939	83	Spectrogram 1	1	300	700	0.2_pure.tone_am_no.harm.wav_22	0.2_pure.tone_am_no.harm.wav_22-83
22.5518594104308	22.7518820861678	consolidated_master_only_synthetic.wav	/home/marce/Dropbox/Projects/field_course_projects/winner_takes_all_hypothesis/data/raw/recordings/consolidated_master_only_synthetic.wav	22.5518594104308	84	Spectrogram 1	1	7300	7700	0.2_pure.tone_am_no.harm.wav_23	0.2_pure.tone_am_no.harm.wav_23-84
