"original_dir","old_name","new_name","file_size_bytes","duplicate"
"/media/marce/6233-3535/FOLDER01/ZOOM0001","ZOOM0001_Tr1.WAV","ZOOM0001_Tr1.WAV",21961600,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0001","ZOOM0001_Tr2.WAV","ZOOM0001_Tr2.WAV",21961600,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0002","ZOOM0002_Tr1.WAV","ZOOM0002_Tr1.WAV",20690176,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0002","ZOOM0002_Tr2.WAV","ZOOM0002_Tr2.WAV",20690176,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0003","ZOOM0003_Tr1.WAV","ZOOM0003_Tr1.WAV",20523008,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0003","ZOOM0003_Tr2.WAV","ZOOM0003_Tr2.WAV",20523008,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0004","ZOOM0004_Tr1.WAV","ZOOM0004_Tr1.WAV",4930944,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0004","ZOOM0004_Tr2.WAV","ZOOM0004_Tr2.WAV",4930944,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0005","ZOOM0005_Tr1.WAV","ZOOM0005_Tr1.WAV",19956992,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0005","ZOOM0005_Tr2.WAV","ZOOM0005_Tr2.WAV",19956992,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0006","ZOOM0006_Tr1.WAV","ZOOM0006_Tr1.WAV",21094400,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0006","ZOOM0006_Tr2.WAV","ZOOM0006_Tr2.WAV",21094400,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0007","ZOOM0007_Tr1.WAV","ZOOM0007_Tr1.WAV",19980288,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0007","ZOOM0007_Tr2.WAV","ZOOM0007_Tr2.WAV",19980288,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0008","ZOOM0008_Tr1.WAV","ZOOM0008_Tr1.WAV",19692416,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0008","ZOOM0008_Tr2.WAV","ZOOM0008_Tr2.WAV",19692416,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0009","ZOOM0009_Tr1.WAV","ZOOM0009_Tr1.WAV",3929600,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0009","ZOOM0009_Tr2.WAV","ZOOM0009_Tr2.WAV",3929600,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0010","ZOOM0010_Tr1.WAV","ZOOM0010_Tr1.WAV",225024,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0010","ZOOM0010_Tr2.WAV","ZOOM0010_Tr2.WAV",225024,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0011","ZOOM0011_Tr1.WAV","ZOOM0011_Tr1.WAV",19185408,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0011","ZOOM0011_Tr2.WAV","ZOOM0011_Tr2.WAV",19185408,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0012","ZOOM0012_Tr1.WAV","ZOOM0012_Tr1.WAV",18904832,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0012","ZOOM0012_Tr2.WAV","ZOOM0012_Tr2.WAV",18904832,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0013","ZOOM0013_Tr1.WAV","ZOOM0013_Tr1.WAV",19501440,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0013","ZOOM0013_Tr2.WAV","ZOOM0013_Tr2.WAV",19501440,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0014","ZOOM0014_Tr1.WAV","ZOOM0014_Tr1.WAV",19724032,NA
"/media/marce/6233-3535/FOLDER01/ZOOM0014","ZOOM0014_Tr2.WAV","ZOOM0014_Tr2.WAV",19724032,NA
